Date,trapVisitID,subSiteName,visitType,trapFunctioning,fishProcessed,sampleStart,sampleEnd,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,ConeDebrisIntake1,ConeDebrisIntake2,debrisVolume,debrisType,includeCatch,includeCatchComments,TrapVisit.comments
2019/06/17 00:00:00,9085,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2019/06/17 09:38:38,NA,NA,2.1,NA,NA,NA,NA,Yes,NA,NA
2019/06/18 00:00:00,9086,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2019/06/17 09:38:38,2019/06/18 09:30:29,2916,2,2.1,0,0,8,Terrestrial,Yes,NA,NA
2019/06/19 00:00:00,9089,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2019/06/18 09:30:29,2019/06/19 10:10:28,3014,1.9,2.1,0,1,23,Terrestrial,Yes,NA,NA
2019/06/20 00:00:00,9090,ST004L1,End trapping,Trap functioning normally,Processed fish,2019/06/19 10:10:28,2019/06/20 10:07:49,3303,2.1,NA,0,0,61,Terrestrial,Yes,NA,NA
2020/01/06 00:00:00,9093,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2020/01/06 13:30:10,NA,NA,3.1,NA,NA,NA,NA,Yes,NA,NA
2020/01/07 00:00:00,9094,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2020/01/06 13:30:10,2020/01/07 09:56:41,3656,2.9,2.9,0,0,12,Terrestrial,Yes,NA,NA
2020/01/08 00:00:00,9095,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/01/07 09:56:41,2020/01/08 11:04:16,4314,2.9,2.9,0,0,13,Terrestrial,Yes,NA,NA
2020/01/09 00:00:00,9098,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2020/01/08 11:04:16,2020/01/09 09:55:43,3995,2.9,2.9,0,0,12,Terrestrial,Yes,NA,NA
2020/01/10 00:00:00,9102,ST004L1,End trapping,Trap functioning normally,Processed fish,2020/01/09 09:55:43,2020/01/10 10:50:35,4383,3,0,0,0,61,Terrestrial,Yes,NA,NA
2020/01/12 00:00:00,9103,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2020/01/12 11:48:30,NA,NA,2.9,NA,NA,NA,NA,Yes,NA,NA
2020/01/13 00:00:00,9104,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/01/12 11:48:30,2020/01/13 13:28:45,4509,2.9,2.8,1,1,15,Terrestrial,Yes,NA,NA
2020/01/14 00:00:00,9107,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/01/13 13:28:45,2020/01/14 10:30:38,3658,2.9,2.9,0,0,22,Terrestrial,Yes,NA,NA
2020/01/15 00:00:00,9108,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/01/14 10:30:38,2020/01/15 11:00:52,4223,2.9,2.9,0,0,21,Terrestrial,Yes,NA,NA
2020/01/16 00:00:00,9110,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/01/15 11:00:52,2020/01/16 10:40:45,4093,2.9,2.8,0,0,22,Terrestrial,Yes,NA,NA
2020/01/17 00:00:00,9121,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/01/16 10:40:45,2020/01/17 12:21:00,4527,3,2.9,0,0,48,Terrestrial,Yes,NA,NA
2020/01/18 00:00:00,9122,ST004L1,End trapping,Trap functioning normally,Processed fish,2020/01/17 12:21:00,2020/01/18 15:30:02,4387,NA,NA,2,3,150,Terrestrial,Yes,NA,NA
2020/01/20 00:00:00,9123,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2020/01/20 12:00:34,NA,3.2,NA,NA,NA,NA,NA,Yes,NA,NA
2020/01/21 00:00:00,9124,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/01/20 12:00:34,2020/01/21 10:55:46,4232,3,3,0,0,28,Terrestrial,Yes,NA,NA
2020/01/22 00:00:00,9125,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/01/21 10:55:46,2020/01/22 10:06:40,3901,2.8,2.9,0,0,21,Terrestrial,Yes,NA,NA
2020/01/23 00:00:00,9126,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/01/22 10:06:40,2020/01/23 10:08:36,4037,2.8,2.8,0,0,13,Terrestrial,Yes,NA,NA
2020/01/24 00:00:00,9127,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/01/23 10:08:36,2020/01/24 09:45:21,3867,2.7,2.7,0,1,10,Terrestrial,Yes,NA,NA
2020/01/25 00:00:00,9128,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/01/24 09:45:21,2020/01/25 10:40:20,3983,2.7,2.8,0,1,21,Terrestrial,Yes,NA,NA
2020/01/26 00:00:00,9129,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/01/25 10:40:20,2020/01/26 10:52:21,3926,2.5,2.7,0,0,19,Terrestrial,Yes,NA,NA
2020/01/27 00:00:00,9130,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/01/26 10:52:21,2020/01/27 09:39:09,3667,2.6,2.8,0,0,10,Terrestrial,Yes,NA,NA
2020/01/28 00:00:00,9131,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/01/27 09:39:09,2020/01/28 09:38:14,3847,2.6,2.6,0,0,9,Terrestrial,Yes,NA,NA
2020/01/29 00:00:00,9145,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/01/28 09:38:14,2020/01/29 09:48:56,3711,2.5,2.7,0,0,11,Terrestrial,Yes,NA,NA
2020/01/30 00:00:00,9146,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/01/29 09:48:56,2020/01/30 10:03:02,3821,2.6,2.6,0,0,21,Terrestrial,Yes,NA,NA
2020/01/31 00:00:00,9147,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/01/30 10:03:02,2020/01/31 10:28:25,3826,2.7,2.8,0,0,5,Terrestrial,Yes,NA,NA
2020/02/01 00:00:00,9148,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/01/31 10:28:25,2020/02/01 11:16:14,3913,2.7,2.6,0,0,23,Terrestrial,Yes,NA,NA
2020/02/02 00:00:00,9149,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/02/01 11:16:14,2020/02/02 09:31:47,3468,2.6,2.5,0,0,7,Terrestrial,Yes,NA,NA
2020/02/03 00:00:00,9150,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/02 09:31:47,2020/02/03 13:05:12,3265,0,2.9,3,2,100,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
2020/02/04 00:00:00,9151,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/03 13:05:12,2020/02/04 12:22:40,1794,0,3.2,1,1,71,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
2020/02/05 00:00:00,9152,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/04 12:22:40,2020/02/05 14:15:46,1096,0,3.6,3,3,167,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,NA
2020/02/06 00:00:00,9153,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/05 14:15:46,2020/02/06 11:10:54,1383,0,3.8,3,3,76,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,NA
2020/02/07 00:00:00,9154,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/06 11:10:54,2020/02/07 10:57:26,4846,0,3.6,0,1,28,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,NA
2020/02/08 00:00:00,9155,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/07 10:57:26,2020/02/08 11:55:05,1095,0,3.8,1,1,47,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,NA
2020/02/09 00:00:00,9156,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/08 11:55:05,2020/02/09 13:24:50,763,0,2.6,2,3,102,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,NA
2020/02/10 00:00:00,9157,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/09 13:24:50,2020/02/10 12:04:34,1284,0,2.6,3,3,55,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,NA
2020/02/11 00:00:00,9158,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/10 12:04:34,2020/02/11 10:45:30,1081,0,3.1,2,2,44,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
2020/02/12 00:00:00,9159,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/11 10:45:30,2020/02/12 11:45:58,3800,0,3,2,1,57.5,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,NA
2020/02/13 00:00:00,9160,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/02/12 11:45:58,2020/02/13 09:59:33,3656,2.4,2.2,3,0,12,Terrestrial,Yes,NA,NA
2020/02/14 00:00:00,9171,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/02/13 09:59:33,2020/02/14 11:10:44,3180,1.8,1.7,1,0,37,Terrestrial,Yes,NA,NA
2020/02/15 00:00:00,9172,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/14 11:10:44,2020/02/15 10:25:56,678,0,1.3,1,2,41,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
2020/02/16 00:00:00,9173,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/15 10:25:56,2020/02/16 10:19:07,1399,0,1.3,1,1,17,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,NA
2020/02/17 00:00:00,9174,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/16 10:19:07,2020/02/17 09:36:53,1474,0,1,0,1,10,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,NA
2020/02/18 00:00:00,9175,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/02/17 09:36:53,2020/02/18 10:08:39,1403,0.9,1,0,0,9,Terrestrial,Yes,NA,NA
2020/02/19 00:00:00,9176,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/02/18 10:08:39,2020/02/19 09:57:33,1459,1.1,1.3,0,0,9,Terrestrial,Yes,NA,NA
2020/02/20 00:00:00,9178,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/02/19 09:57:33,2020/02/20 10:05:18,1959,1.8,2.1,0,1,15,Terrestrial,Yes,NA,NA
2020/02/25 00:00:00,9183,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/02/24 10:30:31,2020/02/25 09:40:07,4339,3,3.1,0,1,11,Terrestrial,Yes,NA,NA
2020/02/21 00:00:00,9184,ST004L1,Unplanned restart,Trap stopped functioning,No fish were caught,2020/02/20 10:05:18,2020/02/21 11:23:46,302,0,3.4,3,3,150,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Debris > 150 gallons
2020/02/24 00:00:00,9185,ST004L1,End trapping,Trap stopped functioning,Processed fish,2020/02/23 12:17:52,2020/02/24 10:27:47,910,0,3.3,0,1,93,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,Traps moved to edge of flow
2020/02/22 00:00:00,9186,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/21 11:23:46,2020/02/22 10:57:33,3921,0,3.4,3,3,70,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,NA
2020/02/23 00:00:00,9187,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/22 10:57:33,2020/02/23 12:17:52,281,0,3.5,1,1,69,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
2020/02/26 00:00:00,9192,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/25 09:40:07,2020/02/26 11:57:56,2270,0,3.5,3,3,130,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.",NA
2020/02/27 00:00:00,9193,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/26 11:57:56,2020/02/27 10:19:53,796,0,3.5,2,2,20,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.",NA
2020/02/28 00:00:00,9194,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/27 10:19:53,2020/02/28 10:52:53,2148,0,3.5,0,2,26,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.",NA
2020/02/29 00:00:00,9198,ST004L1,Unplanned restart,Trap stopped functioning,No fish were caught,2020/02/28 10:52:53,2020/02/29 11:19:22,1976,0,3.9,2,3,31,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.",NA
2020/03/01 00:00:00,9199,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/29 11:19:22,2020/03/01 12:29:31,3525,0,3.6,3,3,135,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.",NA
2020/03/02 00:00:00,9200,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/03/01 12:29:31,2020/03/02 13:16:46,490,0,3.3,3,3,300,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.",NA
2020/03/04 00:00:00,9203,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/03/03 12:29:13,2020/03/04 10:42:14,997,0,3.7,1,1,27,terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.",velcoity meter not working.
2020/03/03 00:00:00,9204,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/03/02 13:16:46,2020/03/03 12:29:13,2228,0,3.7,2,3,200,terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.",NA
2020/03/05 00:00:00,9213,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/03/04 10:42:14,2020/03/05 10:41:03,382,0,4.5,1,1,50,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.",NA
2020/03/06 00:00:00,9214,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/03/05 10:41:03,2020/03/06 11:33:11,4242,0,4.1,3,2,82,Terrrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,NA
2020/03/07 00:00:00,9215,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/03/06 11:33:11,2020/03/07 11:58:39,1767,0,4.3,0,2,24,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
2020/03/08 00:00:00,9225,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/03/07 11:58:39,2020/03/08 11:23:46,4501,0,4.1,0,2,25,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,NA
2020/03/09 00:00:00,9226,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/03/08 11:23:46,2020/03/09 12:04:59,5698,3.7,3.6,1,1,87,Terrestrial,Yes,NA,NA
2020/03/10 00:00:00,9227,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/03/09 12:04:59,2020/03/10 11:27:16,3894,0,3.5,1,1,26,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,NA
2020/03/11 00:00:00,9228,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/03/10 11:27:16,2020/03/11 10:24:06,4355,0,3.4,0,2,28,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,NA
2020/03/12 00:00:00,9229,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/03/11 10:24:06,2020/03/12 10:32:21,4543,2.9,2.7,0,2,48,Terrestrial,Yes,NA,NA
2020/03/13 00:00:00,9230,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/03/12 10:32:21,2020/03/13 11:40:21,3368,1.8,1.8,1,3,90,Terrestrial,Yes,NA,NA
2020/03/14 00:00:00,9231,ST004L1,End trapping,Trap stopped functioning,Processed fish,2020/03/13 11:40:21,2020/03/14 11:56:37,2225,0,NA,1,1,24,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,Trap moved 4ft closer to bank
2020/03/15 00:00:00,9232,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/03/14 12:06:58,2020/03/15 10:26:08,1262,0,2,2,2,13,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
2020/03/16 00:00:00,9233,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/03/15 10:26:08,2020/03/16 11:45:12,3115,2.1,2.1,0,1,53,Terrestrial,Yes,NA,NA
2020/03/17 00:00:00,9234,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/03/16 11:45:12,2020/03/17 10:46:20,2869,0,2.4,0,0,69,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,NA
2020/03/18 00:00:00,9235,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2020/03/17 10:46:20,2020/03/18 10:09:53,536,0,1.9,1,2,52,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
2020/03/19 00:00:00,9236,ST004L1,End trapping,Trap functioning normally,Processed fish,2020/03/18 10:09:53,2020/03/19 11:03:06,2805,1.7,NA,0,0,17,Terrestrial,Yes,NA,NA
2020/03/24 00:00:00,9237,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2020/03/24 11:22:41,NA,NA,1.3,NA,NA,NA,NA,Yes,NA,12 ft (extension chain) to move trap down river
2020/03/25 00:00:00,9238,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/03/24 11:22:41,2020/03/25 10:17:53,2027,1.5,1.5,0,0,5,Terrestrial,Yes,NA,NA
2020/04/01 00:00:00,9246,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/03/31 09:55:53,2020/04/01 10:28:12,1581,1,1.1,0,0,10,Terrestrial,Yes,NA,Velocity meter sensor not working.
2020/03/31 00:00:00,9247,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/03/30 10:05:34,2020/03/31 09:55:53,1551,1,1.3,0,0,8,Terrestrial,Yes,NA,velocity meter not wrorking.
2020/03/30 00:00:00,9248,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/03/29 09:30:53,2020/03/30 10:05:34,2148,1.4,1.5,0,0,14,Terrestrial,Yes,NA,Velocity meter wouldnt connect.
2020/03/29 00:00:00,9249,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/03/28 10:16:23,2020/03/29 09:30:53,1840,1.4,1.4,0,0,5,Terrestrial,Yes,NA,Velocity meter not charged the night before.
2020/03/28 00:00:00,9250,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/03/27 11:29:14,2020/03/28 10:16:23,1711,1.2,1.2,1,0,6,Terrestrial,Yes,NA,NA
2020/03/27 00:00:00,9251,ST004L1,End trapping,Trap functioning normally,Processed fish,2020/03/26 09:42:30,2020/03/27 11:19:32,2067,1.3,NA,0,0,5,Terrestrial,Yes,NA,"Angle of traps adjusted by adding 4ft of chain. 
see C1 notes*
Velocity sensor not connecting, recommend new sensor/cable."
2020/03/26 00:00:00,9252,ST004L1,Continue trapping,"Trap functioning, but not normally",Processed fish,2020/03/25 10:17:53,2020/03/26 09:42:30,1980,1.3,1.3,0,0,5,Terrestrial,Yes,NA,"Velocity meter not working. 
Cone clicker peg dragginf in sand."
2020/04/02 00:00:00,9254,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/04/01 10:28:12,2020/04/02 10:10:10,1512,1,1.1,0,0,12,Terrestrial,Yes,NA,NA
2020/04/03 00:00:00,9257,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/04/02 10:10:10,2020/04/03 10:36:57,1800,1.3,1.2,0,0,15,Terrestrial,Yes,NA,NA
2020/04/04 00:00:00,9258,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2020/04/03 10:36:57,2020/04/04 11:02:55,1746,1.2,1.3,0,0,10,Terrestrial,Yes,NA,NA
